,customer,campaign,result
3402,2089,8,1
3403,884,42,0
3404,608,8,0
3405,258,32,0
3406,839,95,0
3407,295,94,1
3408,663,16,1
3409,1258,27,0
3410,211,39,0
3411,1008,60,1
3412,1867,83,0
3413,1173,57,0
3414,259,23,1
3415,542,73,1
3416,1923,27,0
3417,422,52,0
3418,670,70,0
3419,1247,9,1
3420,1704,78,0
3421,1119,62,0
3422,1271,95,0
3423,1688,53,0
3424,2153,23,0
3425,1370,79,0
3426,1091,52,0
3427,367,30,0
3428,564,43,0
3429,579,57,0
3430,2187,76,1
3431,1616,18,0
3432,1138,46,1
3433,1734,69,0
3434,2025,60,0
3435,375,81,1
3436,1839,10,0
3437,718,36,0
3438,1831,39,1
3439,315,86,0
3440,699,76,0
3441,640,90,0
3442,131,48,1
3443,764,74,0
3444,716,44,0
3445,349,51,1
3446,1284,51,0
3447,2120,55,1
3448,951,48,0
3449,1582,79,0
3450,705,50,0
3451,182,30,1
3452,931,29,1
3453,2221,51,0
3454,403,96,1
3455,1574,62,0
3456,91,19,1
3457,356,89,0
3458,562,19,1
3459,1507,69,1
3460,248,48,1
3461,807,9,0
3462,16,51,0
3463,1440,34,0
3464,1928,89,1
3465,1735,23,0
3466,382,11,1
3467,1930,98,0
3468,1405,20,0
3469,1254,30,0
3470,1670,74,1
3471,1147,11,1
3472,127,58,0
3473,483,52,1
3474,846,52,1
3475,1536,28,0
3476,995,49,0
3477,1127,68,1
3478,581,5,0
3479,1663,4,1
3480,1499,97,0
3481,965,82,1
3482,1078,41,0
3483,1830,24,0
3484,508,28,0
3485,443,12,0
3486,1852,60,0
3487,661,11,0
3488,1307,73,0
3489,932,46,0
3490,2123,22,0
3491,359,18,0
3492,238,41,1
3493,1206,92,0
3494,1022,55,0
3495,1762,86,0
3496,298,0,0
3497,477,96,0
3498,2232,82,0
3499,1211,15,0
3500,1886,80,0
3501,431,98,0
3502,583,16,0
3503,93,42,0
3504,594,2,1
3505,1464,28,0
3506,1067,24,0
3507,178,66,0
3508,220,33,0
3509,493,20,0
3510,1383,84,0
3511,2179,86,0
3512,76,48,0
3513,1620,95,1
3514,999,33,0
3515,910,6,0
3516,937,20,0
3517,1504,18,0
3518,728,93,0
3519,2046,9,1
3520,1507,1,0
3521,1417,33,1
3522,944,43,0
3523,2105,11,1
3524,723,1,0
3525,1918,77,1
3526,364,91,0
3527,2060,46,0
3528,949,71,0
3529,245,50,1
3530,2216,53,0
3531,1532,4,1
3532,1158,96,0
3533,687,54,1
3534,1874,66,0
3535,2085,84,1
3536,2170,79,0
3537,2123,76,0
3538,828,64,1
3539,2146,13,0
3540,1278,72,0
3541,835,95,0
3542,1050,59,1
3543,209,31,1
3544,561,79,0
3545,2144,88,0
3546,389,88,1
3547,1286,36,0
3548,1822,92,0
3549,1499,17,0
3550,1069,79,0
3551,894,54,0
3552,662,65,0
3553,2174,76,0
3554,1195,28,0
3555,1196,15,0
3556,909,5,0
3557,390,6,0
3558,433,99,1
3559,1941,21,0
3560,101,85,0
3561,1456,37,0
3562,1117,95,0
3563,886,60,0
3564,2196,44,0
3565,1981,24,0
3566,1704,36,1
3567,445,63,0
3568,81,65,0
3569,1571,91,0
3570,1324,64,0
3571,619,8,1
3572,116,6,0
3573,137,93,0
3574,873,63,0
3575,1457,47,0
3576,1084,58,0
3577,412,22,0
3578,262,30,0
3579,737,6,0
3580,171,98,0
3581,182,60,0
3582,477,90,0
3583,1858,29,1
3584,1465,30,0
3585,2111,83,0
3586,1932,14,0
3587,172,59,0
3588,482,55,0
3589,1232,75,1
3590,2235,75,0
3591,472,73,1
3592,349,76,0
3593,2,81,0
3594,1938,61,0
3595,1742,29,1
3596,1122,15,0
3597,2183,75,0
3598,1549,19,0
3599,1683,93,1
3600,790,94,0
3601,97,67,0
3602,742,54,0
3603,1136,79,0
3604,1387,56,0
3605,2168,72,0
3606,141,8,1
3607,1722,95,0
3608,2203,25,0
3609,1010,77,0
3610,561,94,0
3611,96,65,0
3612,1044,27,0
3613,1700,33,0
3614,2237,38,0
3615,757,48,0
3616,519,3,0
3617,1529,42,1
3618,1212,4,0
3619,1746,63,0
3620,222,44,0
3621,1254,2,0
3622,726,60,0
3623,696,8,1
3624,1606,84,0
3625,1633,63,0
3626,976,97,0
3627,385,44,0
3628,681,98,1
3629,1958,70,0
3630,2120,4,0
3631,1457,31,0
3632,536,93,1
3633,1178,4,0
3634,1514,86,0
3635,1444,78,1
3636,1962,24,0
3637,1406,5,0
3638,973,70,0
3639,1367,63,1
3640,533,22,1
3641,1341,87,0
3642,1927,1,0
3643,1752,79,0
3644,1574,50,1
3645,932,25,0
3646,721,78,0
3647,93,4,1
3648,82,73,0
3649,1147,59,0
3650,634,48,0
3651,1095,69,0
3652,1656,62,0
3653,2180,34,0
3654,1675,83,0
3655,70,53,0
3656,1047,31,0
3657,922,19,0
3658,1242,39,0
3659,306,61,0
3660,475,27,0
3661,928,46,0
3662,1738,31,1
3663,2018,61,0
3664,1887,97,0
3665,907,26,0
3666,1257,30,1
3667,304,88,0
3668,343,60,1
3669,192,81,0
3670,1101,40,0
3671,1767,59,0
3672,430,45,0
3673,1646,35,1
3674,639,37,0
3675,553,56,1
3676,5,96,0
3677,18,90,0
3678,567,45,1
3679,1087,99,0
3680,138,35,1
3681,1023,71,0
3682,2186,88,1
3683,426,3,0
3684,158,25,1
3685,107,81,0
3686,541,98,0
3687,426,58,1
3688,790,44,1
3689,135,26,1
3690,937,28,0
3691,491,18,0
3692,2029,10,1
3693,1239,50,0
3694,1394,51,1
3695,714,38,0
3696,386,79,0
3697,2000,24,0
3698,343,76,0
3699,632,15,0
3700,690,55,0
3701,956,0,1
3702,220,66,0
3703,711,88,0
3704,80,24,0
3705,876,72,0
3706,2131,95,1
3707,1533,43,0
3708,950,82,0
3709,816,92,0
3710,535,93,0
3711,533,63,0
3712,2021,72,0
3713,1701,69,0
3714,1433,70,0
3715,59,41,0
3716,783,75,0
3717,152,69,0
3718,307,20,0
3719,167,38,0
3720,742,98,0
3721,1812,6,0
3722,1591,29,0
3723,1781,66,0
3724,415,36,0
3725,1448,8,1
3726,2098,55,1
3727,2184,47,0
3728,864,33,0
3729,2003,56,0
3730,1491,38,0
3731,1407,22,0
3732,1423,97,1
3733,1740,22,1
3734,46,47,0
3735,1424,24,0
3736,1113,72,0
3737,474,7,0
3738,531,93,0
3739,965,80,0
3740,1025,95,0
3741,2082,77,0
3742,1154,41,0
3743,1013,70,1
3744,2132,58,0
3745,1297,1,0
3746,726,87,0
3747,854,81,0
3748,968,72,0
3749,147,11,0
3750,1798,14,0
3751,272,79,0
3752,1417,95,0
3753,1172,50,0
3754,1526,82,0
3755,539,91,1
3756,1265,74,0
3757,980,33,0
3758,1166,54,1
3759,506,48,0
3760,2171,52,0
3761,1172,53,0
3762,1998,92,0
3763,1924,45,0
3764,1677,90,1
3765,1746,59,1
3766,1845,31,1
3767,370,8,0
3768,333,70,1
3769,2212,65,0
3770,1012,44,0
3771,1952,9,0
3772,1851,66,0
3773,895,8,0
3774,793,58,0
3775,1769,21,0
3776,654,65,0
3777,902,60,0
3778,2154,56,0
3779,499,52,0
3780,1502,21,0
3781,1511,73,0
3782,1130,48,0
3783,331,73,1
3784,379,66,0
3785,1741,79,0
3786,126,7,0
3787,2222,60,0
3788,895,93,0
3789,985,84,1
3790,1336,37,0
3791,663,65,0
3792,2165,76,0
3793,2235,44,0
3794,1388,94,0
3795,816,58,1
3796,2002,47,0
3797,1391,34,1
3798,777,50,0
3799,183,95,1
3800,16,55,0
3801,728,6,1
3802,1042,62,0
3803,1875,98,1
3804,2227,61,0
3805,999,5,0
3806,607,92,0
3807,353,86,0
3808,195,69,1
3809,1575,67,1
3810,37,72,0
3811,629,94,0
3812,591,77,1
3813,1204,62,0
3814,652,83,0
3815,298,34,0
3816,24,27,0
3817,1479,17,1
3818,21,91,1
3819,2039,26,0
3820,1133,79,0
3821,525,14,0
3822,1094,83,0
3823,1822,16,1
3824,1998,7,0
3825,876,10,0
3826,2153,27,1
3827,202,32,0
3828,1542,36,1
3829,2059,97,1
3830,496,2,0
3831,945,20,0
3832,963,95,0
3833,0,33,0
3834,736,35,0
3835,418,12,0
3836,114,58,1
3837,692,1,1
3838,512,11,0
3839,2094,2,0
3840,2125,97,0
3841,31,75,0
3842,1151,78,0
3843,1463,48,0
3844,21,72,0
3845,2164,2,1
3846,1797,9,0
3847,1175,56,0
3848,245,59,0
3849,404,83,0
3850,979,11,0
3851,1209,12,0
3852,1329,97,0
3853,1299,39,0
3854,1295,60,0
3855,685,50,1
3856,1400,93,0
3857,907,42,0
3858,1413,58,0
3859,31,53,0
3860,630,92,1
3861,666,7,0
3862,183,62,0
3863,963,96,0
3864,1581,83,1
3865,1410,2,0
3866,805,61,1
3867,2093,74,0
3868,1771,0,0
3869,659,60,0
3870,446,70,0
3871,2118,48,0
3872,2001,69,0
3873,1937,59,0
3874,382,36,0
3875,2178,11,0
3876,1328,15,0
3877,598,77,0
3878,18,47,1
3879,1492,97,0
3880,924,73,0
3881,1880,10,0
3882,2012,97,0
3883,1900,97,1
3884,1814,50,0
3885,304,84,0
3886,1692,3,1
3887,2089,81,0
3888,1409,50,1
3889,2088,85,1
3890,373,58,0
3891,1191,61,0
3892,1956,76,0
3893,645,78,0
3894,1894,25,0
3895,1301,59,0
3896,111,11,0
3897,524,52,0
3898,2057,69,0
3899,884,71,0
3900,893,86,0
3901,2060,29,0
3902,1181,28,1
3903,1246,58,0
3904,1934,46,1
3905,1797,31,1
3906,1363,96,0
3907,1666,83,1
3908,660,64,0
3909,580,55,1
3910,8,9,0
3911,757,97,1
3912,1436,82,0
3913,1658,24,1
3914,2062,76,1
3915,600,22,0
3916,423,99,0
3917,748,0,1
3918,40,52,0
3919,1503,91,1
3920,141,15,0
3921,436,71,0
3922,1317,52,1
3923,799,34,1
3924,2044,22,0
3925,2169,94,1
3926,2195,26,0
3927,43,54,0
3928,890,90,0
3929,1022,35,0
3930,674,24,0
3931,1360,31,0
3932,1781,59,0
3933,48,54,1
3934,881,70,0
3935,805,24,0
3936,1430,45,1
3937,2044,9,1
3938,428,19,0
3939,1054,81,0
3940,526,98,1
3941,3,18,0
3942,277,94,0
3943,1619,43,0
3944,2022,98,1
3945,919,59,0
3946,894,28,0
3947,996,74,0
3948,1720,60,0
3949,695,16,0
3950,2053,47,1
3951,1152,58,0
3952,816,22,0
3953,522,75,0
3954,234,67,1
3955,735,94,0
3956,1129,20,1
3957,978,30,0
3958,61,26,0
3959,552,51,0
3960,19,84,0
3961,935,71,0
3962,1990,28,0
3963,650,57,0
3964,941,9,1
3965,1285,86,0
3966,71,47,1
3967,1199,72,0
3968,1807,66,0
3969,1794,14,0
3970,866,27,0
3971,74,99,0
3972,30,88,1
3973,1288,81,0
3974,1354,84,0
3975,750,28,0
3976,1278,51,0
3977,875,66,0
3978,865,95,0
3979,913,48,0
3980,1580,46,0
3981,1683,21,0
3982,675,47,0
3983,89,77,0
3984,1167,80,0
3985,192,51,1
3986,164,42,1
3987,791,83,1
3988,101,89,1
3989,399,86,0
3990,1285,64,1
3991,618,97,0
3992,1838,86,0
3993,663,4,0
3994,1756,57,1
3995,1068,48,1
3996,873,69,1
3997,122,55,1
3998,1446,30,1
3999,716,12,1
4000,682,24,0
4001,1413,31,0
4002,2035,57,1
4003,586,21,0
4004,253,86,0
4005,1320,98,0
4006,394,90,0
4007,261,71,0
4008,450,85,1
4009,1486,82,0
4010,52,69,0
4011,1819,27,1
4012,1487,7,0
4013,1714,71,1
4014,1281,32,0
4015,194,95,0
4016,257,34,1
4017,1942,88,0
4018,645,94,1
4019,1733,60,0
4020,1358,63,0
4021,1049,36,0
4022,1154,59,0
4023,2143,63,0
4024,722,74,1
4025,2140,31,1
4026,1746,16,0
4027,363,0,1
4028,1961,34,0
4029,657,11,1
4030,1573,2,0
4031,999,71,0
4032,1272,72,1
4033,1386,23,0
4034,1375,37,1
4035,2174,31,0
4036,902,61,1
4037,888,43,0
4038,1294,64,1
4039,417,82,0
4040,1006,29,1
4041,1514,93,1
4042,1808,44,0
4043,2095,98,0
4044,514,97,0
4045,1594,95,0
4046,1390,40,0
4047,676,33,0
4048,1919,23,0
4049,635,78,0
4050,1822,49,0
4051,1837,20,0
4052,1773,74,0
4053,453,21,0
4054,815,91,1
4055,2065,33,0
4056,263,31,0
4057,167,37,1
4058,1474,71,0
4059,165,43,0
4060,1953,24,0
4061,447,55,0
4062,1993,60,0
4063,438,53,0
4064,1795,28,0
4065,1599,8,0
4066,1095,15,1
4067,1617,39,0
4068,15,44,0
4069,1333,25,0
4070,1343,26,1
4071,1287,97,0
4072,930,2,1
4073,289,11,0
4074,930,88,1
4075,935,61,1
4076,1791,8,0
4077,1253,87,0
4078,1065,45,0
4079,1681,73,0
4080,1322,4,0
4081,1773,19,0
4082,1477,72,0
4083,364,55,0
4084,1273,67,1
4085,1932,30,0
4086,1251,39,0
4087,1582,77,1
4088,69,33,0
4089,706,30,0
4090,1275,41,0
4091,2128,79,1
4092,1045,65,1
4093,504,16,0
4094,1745,81,0
4095,1712,99,0
4096,464,57,0
4097,1770,89,1
4098,370,15,0
4099,1590,8,1
4100,1104,80,0
4101,1846,57,0
4102,692,27,0
4103,1973,67,0
4104,1692,54,0
4105,961,52,0
4106,1289,13,0
4107,1772,84,0
4108,249,13,0
4109,879,49,0
4110,344,44,1
4111,478,16,0
4112,1748,26,0
4113,810,71,0
4114,153,27,0
4115,2085,35,0
4116,1115,39,0
4117,1905,36,0
4118,1897,73,0
4119,1436,24,0
4120,2034,3,0
4121,1960,97,1
4122,75,89,1
4123,606,9,0
4124,515,1,1
4125,639,78,0
4126,1650,89,0
4127,1252,54,0
4128,94,15,0
4129,9,92,0
4130,2122,68,0
4131,406,7,0
4132,229,3,0
4133,1959,19,0
4134,1222,93,1
4135,1689,22,0
4136,409,26,0
4137,771,68,0
4138,743,21,0
4139,1901,77,0
4140,1346,72,1
4141,477,73,1
4142,1134,47,0
4143,1191,90,1
4144,580,53,0
4145,610,30,0
4146,1839,38,0
4147,410,67,0
4148,1188,37,0
4149,1073,67,0
4150,1114,21,1
4151,2005,55,0
4152,118,67,0
4153,2051,54,1
4154,1996,39,0
4155,1653,65,0
4156,1011,19,0
4157,2192,85,0
4158,1938,73,1
4159,633,67,0
4160,703,7,0
4161,159,95,0
4162,1235,70,0
4163,1973,95,1
4164,898,31,0
4165,32,11,0
4166,1969,84,1
4167,630,55,0
4168,2161,46,0
4169,574,39,1
4170,724,40,0
4171,611,31,1
4172,34,85,1
4173,799,66,0
4174,441,12,0
4175,896,2,0
4176,1478,61,0
4177,765,46,0
4178,1848,30,0
4179,1824,66,0
4180,585,18,0
4181,751,26,0
4182,1902,60,1
4183,1734,6,1
4184,296,3,0
4185,558,98,0
4186,132,65,1
4187,1492,91,0
4188,1952,28,0
4189,1229,86,0
4190,546,53,1
4191,1182,81,1
4192,89,16,1
4193,229,43,0
4194,826,91,0
4195,476,34,1
4196,702,2,0
4197,1203,6,0
4198,436,32,0
4199,254,47,0
4200,2203,66,0
4201,1696,11,1
4202,1114,72,0
4203,490,38,1
4204,1362,28,1
4205,594,52,1
4206,604,35,1
4207,1151,39,0
4208,1208,37,1
4209,1903,54,0
4210,204,23,1
4211,1140,56,0
4212,1169,83,0
4213,1284,54,1
4214,1887,35,0
4215,1561,85,1
4216,995,71,1
4217,2186,40,0
4218,2195,22,0
4219,1431,54,1
4220,331,59,0
4221,551,20,0
4222,1031,97,0
4223,2183,88,0
4224,109,36,1
4225,1320,38,0
4226,314,94,0
4227,452,11,0
4228,1977,7,0
4229,1189,68,0
4230,2012,39,0
4231,819,72,1
4232,19,64,0
4233,1031,69,0
4234,1624,85,0
4235,792,72,0
4236,730,11,0
4237,1043,67,0
4238,855,10,0
4239,1770,34,0
4240,1225,96,0
4241,2005,19,0
4242,74,41,0
4243,652,59,0
4244,1629,43,0
4245,1463,10,0
4246,840,1,0
4247,1577,43,0
4248,699,96,1
4249,2143,40,0
4250,1131,30,0
4251,2011,84,0
4252,347,38,0
4253,808,69,1
4254,1654,97,0
4255,1315,88,0
4256,1440,34,0
4257,2020,89,0
4258,692,52,0
4259,1739,61,0
4260,491,26,0
4261,1955,12,0
4262,325,83,0
4263,786,27,1
4264,2086,16,1
4265,97,35,0
4266,2138,77,1
4267,1527,69,0
4268,532,2,0
4269,1299,90,0
4270,740,65,1
4271,642,18,0
4272,674,18,0
4273,1667,0,0
4274,1071,7,1
4275,881,39,0
4276,1637,20,0
4277,839,52,1
4278,1471,90,0
4279,1165,67,0
4280,1559,94,1
4281,113,63,0
4282,303,40,1
4283,989,56,0
4284,1393,80,0
4285,2070,97,0
4286,1735,18,0
4287,1690,34,1
4288,2232,44,0
4289,1050,1,0
4290,911,32,0
4291,2211,39,0
4292,559,87,0
4293,364,90,0
4294,638,40,0
4295,860,5,0
4296,615,46,0
4297,1932,17,0
4298,2058,83,1
4299,84,62,0
4300,464,34,0
4301,619,29,0
4302,68,38,0
4303,1635,65,0
4304,262,22,0
4305,472,62,0
4306,128,96,0
4307,484,57,0
4308,1082,73,0
4309,885,95,0
4310,1956,30,0
4311,1787,91,1
4312,369,22,0
4313,1918,61,0
4314,806,29,0
4315,183,67,0
4316,1149,10,0
4317,2058,74,1
4318,246,0,0
4319,1640,81,1
4320,1577,99,0
4321,1561,15,1
4322,2184,29,0
4323,1776,45,1
4324,67,41,0
4325,1910,36,1
4326,1379,14,0
4327,1652,62,0
4328,790,75,0
4329,295,25,0
4330,234,47,1
4331,1143,99,1
4332,155,48,0
4333,1500,98,0
4334,805,1,1
4335,1526,56,0
4336,2197,12,0
4337,1877,45,0
4338,1428,37,0
4339,670,48,0
4340,1112,99,0
4341,1527,96,1
4342,511,76,0
4343,980,34,0
4344,324,24,0
4345,1887,22,0
4346,816,57,1
4347,2057,85,1
4348,1620,97,1
4349,1527,80,1
4350,2232,94,0
4351,579,54,0
4352,1251,78,0
4353,297,53,1
4354,393,57,0
4355,1894,78,0
4356,884,60,0
4357,2214,10,0
4358,2,79,0
4359,2174,2,0
4360,893,16,0
4361,2063,91,0
4362,2167,39,0
4363,2072,28,1
4364,626,97,1
4365,1679,70,0
4366,470,49,0
4367,1448,79,0
4368,827,25,0
4369,1876,39,0
4370,701,16,0
4371,1182,59,0
4372,941,85,0
4373,1518,52,0
4374,1075,81,0
4375,533,32,1
4376,869,15,1
4377,2166,25,0
4378,774,88,0
4379,220,83,0
4380,204,8,1
4381,1391,70,0
4382,1716,37,1
4383,1113,85,0
4384,2222,11,1
4385,2056,91,0
4386,1805,96,1
4387,917,81,0
4388,2238,26,0
4389,1195,18,0
4390,1382,66,0
4391,1846,80,0
4392,68,47,0
4393,1544,56,0
4394,417,99,0
4395,1312,54,0
4396,1077,75,0
4397,644,74,0
4398,540,78,0
4399,992,44,0
4400,1468,63,0
4401,939,43,0
4402,352,35,0
4403,725,14,0
4404,7,48,1
4405,188,75,0
4406,811,51,1
4407,1810,4,1
4408,1116,12,0
4409,240,3,0
4410,1404,97,1
4411,332,43,1
4412,1313,25,1
4413,1247,88,1
4414,447,94,0
4415,1590,95,1
4416,2228,24,0
4417,191,25,1
4418,1215,90,0
4419,326,33,0
4420,1807,50,1
4421,866,4,0
4422,2163,81,1
4423,586,40,1
4424,555,8,0
4425,1147,91,1
4426,1246,12,0
4427,1554,83,0
4428,2130,36,0
4429,1827,98,0
4430,8,20,0
4431,221,93,1
4432,1131,77,1
4433,619,27,1
4434,2062,1,0
4435,1275,67,1
4436,420,65,1
4437,408,72,0
4438,1443,62,0
4439,43,46,0
4440,2043,49,1
4441,1427,17,0
4442,1604,97,0
4443,2158,80,0
4444,546,52,0
4445,1784,10,1
4446,896,18,0
4447,152,16,0
4448,1925,50,1
4449,1059,73,1
4450,1749,20,0
4451,1978,77,0
4452,2192,7,0
4453,478,10,0
4454,1087,46,0
4455,563,16,0
4456,2194,26,1
4457,153,3,0
4458,1956,77,0
4459,2104,36,0
4460,1573,19,1
4461,429,72,1
4462,1086,28,0
4463,2027,0,0
4464,61,34,0
4465,382,17,0
4466,2207,78,0
4467,1918,90,0
4468,1297,46,0
4469,1740,32,0
4470,1637,91,0
4471,18,40,1
4472,1767,39,0
4473,876,32,0
4474,62,30,0
4475,42,58,1
4476,2093,77,0
4477,402,99,0
4478,665,38,1
4479,67,63,0
4480,681,55,0
4481,1866,33,0
4482,74,9,1
4483,1371,87,0
4484,930,90,0
4485,1547,47,1
4486,1326,78,0
4487,41,82,0
4488,54,21,0
4489,66,11,1
4490,1815,73,0
4491,485,3,0
4492,786,20,0
4493,814,94,1
4494,793,73,0
4495,971,78,0
4496,1757,49,0
4497,326,8,0
4498,1096,0,1
4499,912,38,0
4500,1375,90,0
4501,1894,7,0
4502,1492,66,0
4503,500,50,0
4504,1368,11,0
4505,835,53,0
4506,673,37,1
4507,103,49,1
4508,858,88,0
4509,562,89,0
4510,673,94,1
4511,2158,0,0
4512,1849,4,1
4513,2031,12,0
4514,82,41,1
4515,1276,28,0
4516,1804,77,1
4517,746,64,0
4518,1087,10,0
4519,940,64,0
4520,478,27,0
4521,1072,37,0
4522,585,44,0
4523,1800,71,0
4524,930,33,1
4525,1551,81,1
4526,678,87,1
4527,811,80,0
4528,2139,6,0
4529,703,11,1
4530,117,8,0
4531,2133,53,0
4532,1772,27,1
4533,1502,74,0
4534,1609,52,0
4535,2052,1,0
4536,1045,11,0
4537,1364,1,0
4538,1820,38,0
4539,1802,14,0
4540,1015,61,1
4541,409,45,0
4542,472,12,0
4543,716,71,1
4544,729,39,0
4545,185,70,0
4546,712,12,0
4547,256,97,1
4548,1852,62,1
4549,50,64,0
4550,1479,88,0
4551,995,24,1
4552,343,58,0
4553,1090,23,1
4554,1191,15,0
4555,1218,38,0
4556,848,79,0
4557,2144,20,0
4558,816,45,0
4559,1289,94,0
4560,2161,29,0
4561,620,30,0
4562,1135,24,1
4563,2103,4,1
4564,1900,47,1
4565,1256,39,0
4566,1360,81,0
4567,660,13,0
4568,1914,99,1
4569,697,77,0
4570,408,42,0
4571,2004,28,0
4572,2135,16,0
4573,1229,88,1
4574,786,44,0
4575,635,33,0
4576,2100,66,0
4577,806,5,0
4578,1777,59,0
4579,1042,56,0
4580,736,88,0
4581,1476,90,1
4582,640,95,0
4583,1143,90,0
4584,2074,17,0
4585,85,88,0
4586,1766,46,1
4587,1484,49,0
4588,1591,81,0
4589,2142,95,0
4590,813,23,0
4591,402,35,1
4592,1695,34,1
4593,327,41,0
4594,375,96,0
4595,2044,61,0
4596,2028,44,0
4597,542,27,1
4598,51,8,1
4599,2160,5,0
4600,550,81,0
4601,2013,96,1
4602,1221,42,0
4603,468,62,0
4604,2081,53,0
4605,1984,10,1
4606,209,92,0
4607,2146,22,0
4608,1913,16,0
4609,1189,96,1
4610,234,73,0
4611,1774,58,0
4612,926,42,0
4613,794,6,0
4614,2037,23,0
4615,1467,0,0
4616,163,51,0
4617,1006,47,0
4618,2219,88,0
4619,1808,9,0
4620,1346,9,1
4621,1278,57,0
4622,570,64,0
4623,1588,96,0
4624,2038,46,0
4625,1050,34,0
4626,1534,16,1
4627,158,75,0
4628,1736,93,0
4629,277,74,1
4630,1362,1,0
4631,2086,57,1
4632,1465,38,0
4633,1900,41,1
4634,686,98,0
4635,865,99,1
4636,448,16,0
4637,1882,5,0
4638,1100,81,0
4639,2237,46,0
4640,1015,19,1
4641,1844,63,0
4642,1001,4,0
4643,64,28,0
4644,1113,60,0
4645,1202,29,0
4646,1656,81,0
4647,1180,70,0
4648,1464,97,1
4649,2137,9,1
4650,1720,66,0
4651,1659,92,0
4652,488,31,0
4653,1586,29,1
4654,371,54,1
4655,1634,88,0
4656,837,12,0
4657,298,21,0
4658,1538,34,1
4659,497,38,1
4660,2223,96,0
4661,1383,60,0
4662,1472,58,0
4663,1961,98,0
4664,665,36,0
4665,1612,8,0
4666,1954,36,1
4667,1517,54,0
4668,471,97,0
4669,549,98,0
4670,1210,68,0
4671,2046,30,1
4672,1987,34,0
4673,719,47,1
4674,1144,23,0
4675,1700,51,0
4676,231,78,0
4677,869,81,1
4678,885,73,0
4679,527,32,0
4680,2115,73,0
4681,1833,90,0
4682,730,94,0
4683,900,82,1
4684,1311,59,1
4685,974,96,1
4686,1309,71,0
4687,1959,89,0
4688,545,20,1
4689,1404,16,1
4690,2014,62,0
4691,1000,7,1
4692,1281,44,1
4693,1765,21,0
4694,297,15,1
4695,1961,11,0
4696,1479,98,0
4697,690,46,0
4698,26,25,1
4699,2219,28,0
4700,2151,3,0
4701,1069,80,0
4702,415,66,1
4703,600,97,0
4704,1799,53,0
4705,1355,21,1
4706,5,16,0
4707,324,81,0
4708,1088,98,0
4709,1547,54,0
4710,2143,46,1
4711,1487,91,0
4712,736,39,0
4713,1232,93,0
4714,818,22,0
4715,750,30,0
4716,227,69,0
4717,1476,77,1
4718,675,68,0
4719,265,87,1
4720,287,36,0
4721,487,85,1
4722,719,64,0
4723,1401,71,0
4724,1569,53,1
4725,950,38,0
4726,1258,63,0
4727,1001,40,0
4728,2229,72,1
4729,138,39,0
4730,1402,18,1
4731,985,41,0
4732,356,4,0
4733,1802,81,1
4734,1841,5,1
4735,1321,62,0
4736,53,11,1
4737,1565,9,0
4738,1115,59,0
4739,1515,96,0
4740,328,33,1
4741,265,53,1
4742,707,47,0
4743,74,74,0
4744,59,76,0
4745,299,13,0
4746,933,98,1
4747,1724,49,1
4748,1246,83,0
4749,226,27,0
4750,1401,47,0
4751,82,75,0
4752,1291,94,1
4753,716,78,0
4754,1651,1,0
4755,127,90,0
4756,2145,67,0
4757,447,31,1
4758,272,81,1
4759,1830,6,0
4760,1117,32,0
4761,54,42,0
4762,1408,38,0
4763,1663,5,0
4764,1310,57,0
4765,2056,86,0
4766,1046,91,0
4767,690,81,1
4768,1577,70,0
4769,520,61,0
4770,999,30,0
4771,867,69,0
4772,244,23,0
4773,2058,24,0
4774,942,75,0
4775,906,42,0
4776,515,31,0
4777,826,20,0
4778,260,92,0
4779,1077,9,0
4780,440,17,0
4781,1429,23,0
4782,2112,26,0
4783,1574,79,0
4784,1783,48,0
4785,88,18,0
4786,2068,53,0
4787,753,5,0
4788,1519,43,1
4789,678,40,0
4790,2078,77,0
4791,904,60,0
4792,952,60,0
4793,208,44,0
4794,2004,58,0
4795,2073,75,0
4796,257,67,1
4797,1769,82,0
4798,1366,20,0
4799,518,20,0
4800,1588,32,0
4801,1729,15,0
4802,638,99,1
4803,2053,55,0
4804,455,98,1
4805,2154,7,0
4806,341,44,0
4807,1891,57,0
4808,1705,40,0
4809,2015,38,1
4810,1339,75,1
4811,2059,49,0
4812,411,0,0
4813,2233,3,0
4814,573,55,1
4815,832,99,0
4816,650,41,1
4817,2218,46,1
4818,930,48,0
4819,664,54,0
4820,1653,66,0
4821,1049,72,0
4822,1096,11,0
4823,765,24,0
4824,1873,29,1
4825,1412,40,1
4826,1471,2,0
4827,1659,88,0
4828,51,87,0
4829,1986,80,0
4830,1182,83,0
4831,1670,93,0
4832,374,27,1
4833,1011,54,0
4834,1519,42,0
4835,942,17,1
4836,1583,98,0
4837,1279,24,0
4838,2083,75,0
4839,1457,99,0
4840,455,63,0
4841,1422,48,1
4842,918,2,0
4843,1444,54,0
4844,164,74,0
4845,974,87,0
4846,719,94,0
4847,1694,54,1
4848,1317,83,1
4849,1488,7,0
4850,264,90,1
4851,128,39,1
4852,64,45,0
4853,2002,42,0
4854,197,88,1
4855,1151,65,0
4856,1468,12,0
4857,2077,76,1
4858,1276,38,0
4859,291,39,1
4860,1395,57,0
4861,1594,9,0
4862,2182,28,0
4863,1596,43,0
4864,1431,51,0
4865,1584,94,0
4866,1623,78,1
4867,945,28,0
