customer_id,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Complain,Z_CostContact,Z_Revenue,Response
524,1987,Graduation,Married,25545.0,1,0,2012-09-08,35,32,1,64,16,12,85,3,2,2,3,6,0,3,11,1
525,1986,Graduation,Married,32880.0,1,0,2012-12-04,76,8,4,15,7,6,2,1,1,0,3,8,0,3,11,0
526,1958,PhD,Together,77863.0,0,0,2013-11-27,20,881,38,319,16,25,12,1,4,5,10,2,0,3,11,0
527,1977,Master,Married,50353.0,0,0,2014-06-08,72,141,15,153,67,31,35,1,4,4,6,3,0,3,11,0
528,1964,Graduation,Single,61839.0,0,0,2012-08-12,20,1000,155,379,224,17,120,1,4,8,4,8,0,3,11,0
529,1960,PhD,Married,49154.0,1,1,2013-11-03,69,206,10,67,30,27,71,6,4,1,8,6,0,3,11,0
530,1975,2n Cycle,Widow,47682.0,0,1,2013-02-15,80,162,61,83,97,57,61,4,4,3,8,5,0,3,11,0
531,1969,Graduation,Single,72679.0,0,1,2013-09-18,65,619,54,260,127,54,54,1,4,7,5,1,0,3,11,0
532,1977,Master,Together,57954.0,1,1,2014-06-18,52,456,4,24,0,0,9,7,8,2,6,7,0,3,11,0
533,1962,Graduation,Married,65316.0,1,1,2013-04-24,65,112,6,92,3,9,38,2,3,2,5,4,0,3,11,0
534,1982,Graduation,Single,28567.0,1,0,2013-06-17,57,11,3,22,2,2,6,2,2,0,3,6,0,3,11,0
535,1951,Master,Together,47352.0,0,1,2013-04-11,70,172,12,112,8,0,15,4,6,1,5,7,0,3,11,0
536,1967,Graduation,Together,44931.0,0,1,2014-01-18,0,78,0,11,0,0,7,1,2,1,3,5,0,3,11,0
537,1967,Graduation,Divorced,76982.0,0,0,2014-02-15,19,464,151,292,65,60,30,1,8,3,4,4,0,3,11,1
538,1952,2n Cycle,Together,57247.0,0,1,2013-08-08,50,99,4,32,37,54,6,2,2,1,7,2,0,3,11,0
539,1981,Master,Single,22944.0,1,0,2013-12-23,67,19,3,19,4,5,26,3,3,0,3,7,0,3,11,0
540,1977,2n Cycle,Together,25315.0,1,0,2013-11-07,46,1,9,8,11,3,22,3,3,0,3,8,0,3,11,0
541,1969,Graduation,Widow,43638.0,0,1,2012-08-06,37,63,10,83,7,19,19,2,4,1,4,7,0,3,11,0
542,1984,PhD,Single,42710.0,1,0,2012-11-28,38,252,3,42,4,3,102,2,4,5,3,6,0,3,11,0
543,1982,PhD,Married,84169.0,0,0,2013-08-07,9,1478,19,403,0,19,0,1,7,6,6,3,0,3,11,1
544,1976,Graduation,Together,54058.0,0,1,2013-06-04,56,198,18,252,32,108,54,2,4,6,8,3,0,3,11,0
545,1990,2n Cycle,Married,24683.0,1,0,2014-03-08,98,8,4,10,6,7,6,2,2,0,4,5,0,3,11,0
546,1964,Graduation,Widow,85620.0,0,0,2014-01-07,68,416,46,925,60,107,46,1,3,6,4,1,0,3,11,1
547,1980,Graduation,Married,47850.0,1,0,2013-12-03,72,42,7,43,20,12,10,1,3,0,4,6,0,3,11,0
548,1968,Graduation,Married,19514.0,1,1,2014-01-26,47,14,3,21,2,1,28,4,3,1,2,8,0,3,11,1
549,1973,Master,Married,27159.0,1,1,2014-03-29,33,17,0,3,0,0,1,2,1,0,3,6,0,3,11,0
550,1963,2n Cycle,Single,39548.0,1,1,2014-03-31,87,15,4,10,3,4,18,2,1,1,3,3,0,3,11,0
551,1989,Graduation,Single,21474.0,1,0,2014-04-08,0,6,16,24,11,0,34,2,3,1,2,7,0,3,11,1
552,1971,PhD,Single,60504.0,0,1,2014-02-07,73,458,0,24,6,4,34,2,6,2,8,6,0,3,11,0
553,1963,Graduation,Married,22419.0,0,0,2013-04-18,74,30,3,47,19,21,42,1,3,2,2,8,0,3,11,0
554,1949,Master,Married,81698.0,0,0,2013-11-06,4,179,28,520,111,123,47,1,3,8,13,1,0,3,11,1
555,1952,Graduation,Together,43462.0,1,1,2012-09-12,50,90,17,97,15,6,15,6,4,1,5,8,0,3,11,0
556,1978,PhD,Single,54880.0,1,0,2013-03-01,57,308,85,137,102,45,118,2,6,2,11,5,0,3,11,0
557,1982,Graduation,Married,79908.0,0,0,2013-04-05,30,557,129,761,29,185,111,1,5,6,7,2,0,3,11,0
558,1970,2n Cycle,Married,15315.0,0,0,2013-08-03,27,7,4,13,15,8,17,2,2,0,4,5,0,3,11,0
559,1959,Graduation,Together,87771.0,0,1,2013-05-22,61,1492,38,287,50,57,33,1,5,10,4,6,0,3,11,1
560,1978,Graduation,Married,33039.0,1,0,2013-09-09,4,30,8,12,8,8,12,1,2,0,4,5,0,3,11,0
561,1980,Graduation,Single,81741.0,0,0,2013-06-16,75,249,153,940,58,134,38,0,6,6,7,2,0,3,11,0
562,1971,Master,Together,71499.0,0,1,2013-06-25,12,465,25,132,136,0,37,2,8,3,13,4,0,3,11,0
563,1970,2n Cycle,Married,62466.0,0,1,2014-01-15,13,129,129,259,168,121,83,5,6,3,12,4,0,3,11,0
564,1963,PhD,Divorced,48799.0,0,1,2013-11-05,9,174,18,81,28,6,24,3,3,2,7,3,0,3,11,0
565,1950,PhD,Together,52157.0,0,1,2014-06-07,48,189,2,29,3,2,40,2,3,2,5,4,0,3,11,0
566,1962,Graduation,Single,66565.0,0,1,2012-12-05,80,747,10,161,65,40,42,4,4,2,9,8,0,3,11,0
567,1951,Master,Together,29298.0,1,1,2013-09-07,60,6,0,2,2,0,1,1,1,0,2,5,0,3,11,0
568,1979,Graduation,Single,47691.0,0,1,2013-07-05,43,14,0,3,0,0,4,1,1,0,2,6,0,3,11,0
569,1970,Graduation,Together,38200.0,1,1,2012-12-07,19,12,0,4,0,0,1,1,1,0,2,7,0,3,11,0
570,1974,Graduation,Married,44989.0,0,1,2012-09-12,26,98,0,106,49,10,106,5,5,1,5,6,0,3,11,0
571,1968,PhD,Married,38443.0,1,1,2014-01-27,58,32,0,5,0,0,1,2,1,0,3,7,0,3,11,0
572,1978,2n Cycle,Single,38593.0,1,0,2013-09-13,42,51,12,49,17,24,24,3,4,1,3,8,0,3,11,0
573,1970,PhD,Together,64413.0,0,1,2013-08-01,27,200,5,44,0,10,20,1,5,1,5,5,0,3,11,0
574,1981,Master,Married,36959.0,1,0,2013-10-02,56,25,6,25,6,0,0,2,2,0,3,8,0,3,11,0
575,1977,PhD,Married,61996.0,0,1,2013-01-31,27,1050,12,144,0,0,24,3,6,4,8,5,0,3,11,1
576,1968,Graduation,Married,51287.0,1,1,2014-04-01,10,117,0,22,13,0,30,3,4,1,3,7,0,3,11,0
577,1970,Graduation,Married,13260.0,1,1,2013-08-23,48,9,4,17,10,2,7,4,3,0,3,8,0,3,11,0
578,1966,PhD,Together,47472.0,1,1,2013-09-16,39,56,0,11,0,0,8,2,2,0,4,5,0,3,11,0
579,1956,Master,Together,54603.0,1,1,2013-07-09,85,145,13,46,17,2,4,6,4,2,4,7,0,3,11,0
580,1974,PhD,Married,45207.0,1,1,2012-11-10,64,203,0,10,0,0,2,5,3,1,6,6,0,3,11,0
581,1951,Graduation,Together,40689.0,0,1,2013-03-18,69,270,3,27,39,6,99,7,7,1,5,8,0,3,11,0
582,1967,2n Cycle,Together,47821.0,1,1,2013-10-20,54,9,0,16,6,6,10,1,1,0,3,8,0,3,11,0
583,1951,Master,Married,27450.0,0,0,2013-04-15,57,37,12,23,8,11,52,1,2,1,3,7,0,3,11,0
584,1983,Graduation,Together,39453.0,1,0,2014-04-03,64,46,0,7,0,0,2,2,2,0,3,6,0,3,11,0
585,1971,2n Cycle,Together,26850.0,1,1,2014-04-18,10,31,1,13,7,2,9,4,2,1,4,4,0,3,11,0
586,1955,Graduation,Widow,79800.0,0,0,2012-09-23,65,1060,21,530,32,0,224,1,5,11,5,3,0,3,11,1
587,1961,Master,Married,61794.0,0,1,2013-09-14,74,264,47,188,54,47,11,2,4,4,10,2,0,3,11,0
588,1955,Graduation,Together,53863.0,0,1,2014-05-17,4,399,4,30,6,4,30,3,7,1,7,7,0,3,11,0
589,1959,Graduation,Together,24221.0,0,0,2013-08-20,94,8,9,9,2,5,22,1,1,1,3,4,0,3,11,0
590,1984,PhD,Single,39684.0,1,0,2012-10-12,41,19,0,35,6,4,17,2,2,1,2,7,1,3,11,1
591,1975,Master,Married,92163.0,0,0,2012-12-12,25,817,183,797,106,163,20,0,5,11,5,2,0,3,11,1
592,1965,Master,Single,69882.0,0,0,2013-11-10,94,292,127,635,132,127,165,1,3,7,9,1,0,3,11,0
593,1977,Graduation,Together,33178.0,1,0,2014-01-30,9,12,6,2,11,2,16,1,1,0,3,4,0,3,11,0
594,1972,PhD,Married,59973.0,0,0,2013-09-11,47,130,30,168,20,34,0,1,3,4,7,1,0,3,11,0
595,1975,Master,Together,17459.0,1,0,2013-09-19,12,6,4,16,3,10,30,3,3,1,2,7,0,3,11,1
596,1969,Graduation,Divorced,23910.0,1,0,2012-10-26,80,16,12,18,7,1,13,1,2,0,3,7,0,3,11,0
597,1969,Master,Married,42169.0,1,1,2013-10-19,20,19,0,9,0,0,2,2,1,0,3,8,0,3,11,0
598,1978,2n Cycle,Married,26224.0,1,0,2013-06-04,39,4,7,15,13,9,15,3,2,1,3,6,0,3,11,0
599,1981,Graduation,Together,31089.0,1,0,2012-08-17,57,31,3,31,2,8,4,3,3,0,4,8,0,3,11,0
600,1961,Graduation,Single,30081.0,0,1,2013-02-21,27,36,0,2,0,0,4,1,1,0,3,7,0,3,11,0
601,1960,Graduation,Together,62807.0,0,1,2012-08-31,83,526,28,135,10,21,99,3,5,3,12,5,0,3,11,0
602,1955,Graduation,Single,72906.0,0,0,2013-09-17,79,400,32,519,71,75,54,1,3,4,9,1,0,3,11,0
603,1948,PhD,Married,61467.0,0,2,2012-12-09,69,410,16,114,0,5,49,3,5,2,10,5,0,3,11,0
604,1966,Master,Together,49618.0,1,1,2013-01-26,77,80,3,26,4,2,14,4,3,1,3,7,0,3,11,0
605,1986,Master,Single,21888.0,1,0,2012-12-29,15,88,10,46,2,3,64,4,5,1,2,10,0,3,11,1
606,1973,Graduation,Widow,42429.0,0,1,2014-02-11,99,55,0,6,2,0,4,2,1,1,3,5,0,3,11,0
607,1956,Graduation,Divorced,26150.0,2,1,2013-03-11,61,5,1,13,3,5,1,1,1,0,3,7,0,3,11,0
608,1975,Basic,Married,30801.0,0,1,2012-10-26,23,8,4,5,15,2,11,2,1,0,3,7,0,3,11,0
609,1965,Graduation,Married,81168.0,0,0,2014-05-07,84,410,0,592,147,22,22,1,6,4,7,3,0,3,11,0
610,1969,Master,Single,26877.0,0,0,2013-08-19,74,101,13,76,20,18,40,2,3,1,6,6,0,3,11,0
611,1944,Master,Widow,45006.0,0,0,2013-07-18,90,162,25,53,16,0,10,1,3,1,7,3,0,3,11,0
612,1973,Basic,Married,18978.0,1,0,2012-12-11,41,2,8,1,4,7,15,1,1,0,3,8,0,3,11,0
613,1967,Graduation,Married,22574.0,2,1,2013-10-28,28,25,0,8,2,0,2,2,2,0,3,7,0,3,11,0
614,1969,PhD,Single,48240.0,0,0,2012-11-09,73,389,91,248,64,49,41,3,6,3,13,5,0,3,11,1
615,1974,Graduation,Married,45837.0,1,1,2013-07-26,88,215,13,87,17,17,24,5,6,2,5,7,0,3,11,0
616,1965,Master,Single,35791.0,2,1,2013-05-06,94,27,0,5,0,0,3,2,1,0,3,8,0,3,11,0
617,1976,PhD,Together,162397.0,1,1,2013-06-03,31,85,1,16,2,1,2,0,0,0,1,1,0,3,11,0
618,1978,Graduation,Widow,54162.0,1,1,2013-03-18,31,5,6,10,6,5,10,1,1,0,3,4,0,3,11,0
619,1960,Master,Married,30522.0,0,1,2012-08-17,6,179,8,83,19,11,26,5,1,2,9,2,0,3,11,0
620,1961,PhD,Married,54456.0,0,1,2013-07-11,23,352,0,27,10,0,15,3,6,1,7,6,0,3,11,0
621,1971,Graduation,Single,31632.0,0,0,2013-07-14,92,17,8,12,11,15,32,1,2,1,2,7,0,3,11,0
622,1949,Graduation,Widow,72298.0,0,0,2014-03-10,52,625,35,169,58,17,35,1,4,3,6,1,0,3,11,0
623,1978,2n Cycle,Single,36975.0,1,0,2013-12-28,50,10,6,11,0,4,2,1,1,0,3,7,0,3,11,0
624,1955,2n Cycle,Married,72635.0,0,0,2013-06-03,54,390,22,323,104,35,107,1,6,8,6,3,0,3,11,0
625,1976,Graduation,Married,13624.0,1,0,2013-01-20,93,10,2,15,2,1,6,2,2,0,3,6,0,3,11,0
626,1975,Graduation,Single,84196.0,0,1,2013-06-03,56,215,63,507,231,31,190,1,8,4,7,3,0,3,11,0
627,1960,Graduation,Together,70971.0,0,1,2012-09-21,28,1001,17,572,93,125,17,7,11,11,5,7,0,3,11,1
628,1977,PhD,Divorced,34487.0,1,1,2012-09-06,94,19,18,33,24,1,8,3,3,0,3,9,0,3,11,0
629,1977,Graduation,Single,28769.0,1,0,2012-12-18,76,41,5,129,10,3,3,3,4,1,4,9,0,3,11,0
630,1970,PhD,Married,69084.0,1,0,2013-11-19,43,1181,107,199,39,30,30,2,7,3,13,8,0,3,11,0
631,1958,PhD,Together,65488.0,0,0,2014-06-13,46,603,45,207,36,18,54,1,3,4,6,1,0,3,11,0
632,1970,2n Cycle,Married,62466.0,0,1,2014-01-15,13,129,129,259,168,121,83,5,6,3,12,4,0,3,11,0
633,1960,2n Cycle,Single,32218.0,0,0,2014-02-15,27,10,24,15,13,1,30,1,2,1,3,7,0,3,11,1
634,1973,Graduation,Single,83917.0,0,0,2013-04-18,12,514,22,732,42,198,79,1,6,7,7,3,0,3,11,1
635,1962,Graduation,Divorced,46102.0,2,1,2014-03-10,3,14,0,1,0,0,1,1,1,0,2,7,0,3,11,0
636,1952,Graduation,Single,84574.0,0,0,2013-06-04,72,387,20,713,38,54,163,1,9,11,11,5,0,3,11,0
637,1962,Graduation,Married,56181.0,0,1,2013-01-08,6,121,103,69,8,44,48,1,4,2,7,4,0,3,11,0
638,1950,Master,Divorced,63120.0,0,1,2012-09-28,53,965,69,279,54,41,69,5,8,4,9,7,0,3,11,1
639,1971,Graduation,Married,73691.0,0,1,2013-11-06,58,707,21,250,85,43,73,2,6,2,8,2,0,3,11,0
640,1960,Graduation,Together,63381.0,0,1,2012-10-05,78,571,50,142,33,50,159,4,4,5,13,2,0,3,11,0
641,1948,PhD,Together,76140.0,0,0,2014-05-13,57,586,66,653,17,0,26,1,5,9,6,2,0,3,11,0
642,1959,PhD,Divorced,62859.0,0,1,2012-12-30,37,1063,89,102,16,12,25,4,9,4,6,6,0,3,11,0
643,1964,Graduation,Single,45906.0,0,1,2013-05-07,20,305,3,27,4,3,144,2,5,4,4,5,0,3,11,0
644,1947,Master,Together,77632.0,0,0,2013-03-10,73,1200,105,758,0,42,147,1,4,2,6,2,0,3,11,1
645,1971,PhD,Married,46463.0,1,1,2013-08-18,56,163,2,40,8,11,11,7,3,1,6,6,0,3,11,0
646,1970,Graduation,Together,105471.0,0,0,2013-01-21,36,1009,181,104,202,21,207,0,9,8,13,3,0,3,11,1
647,1970,Master,Divorced,55282.0,1,0,2013-12-13,9,125,6,73,8,4,19,1,3,1,6,4,0,3,11,0
648,1977,Master,Married,78710.0,0,1,2014-05-23,42,721,0,152,119,50,50,3,7,6,12,4,0,3,11,0
649,1958,Graduation,Together,66886.0,0,1,2013-09-16,28,315,4,62,41,31,146,2,7,1,7,5,0,3,11,0
650,1960,Master,Single,98777.0,0,0,2014-02-17,23,1000,19,711,125,115,38,0,4,6,9,1,0,3,11,0
651,1985,Graduation,Together,29103.0,1,0,2012-08-27,38,16,0,17,6,3,6,2,1,0,3,9,0,3,11,0
652,1974,Graduation,Married,67445.0,0,1,2012-08-12,63,757,80,217,29,80,11,5,9,6,12,6,0,3,11,0
653,1950,PhD,Together,50616.0,0,1,2014-04-13,71,30,2,25,0,1,9,1,1,1,4,2,0,3,11,0
654,1955,Graduation,Divorced,49431.0,0,1,2012-08-03,9,219,3,100,26,0,17,2,7,1,5,8,0,3,11,0
655,1975,Graduation,Divorced,153924.0,0,0,2014-02-07,81,1,1,1,1,1,1,0,0,0,0,0,0,3,11,0
656,1953,Graduation,Together,61278.0,0,1,2014-01-04,87,111,3,28,2,6,15,2,3,1,4,6,0,3,11,0
657,1958,2n Cycle,Together,26490.0,0,0,2012-09-22,92,45,47,52,21,20,25,2,3,1,5,6,0,3,11,0
658,1947,PhD,Together,73059.0,0,1,2013-08-31,36,410,112,420,0,82,71,1,9,3,13,4,0,3,11,0
659,1966,PhD,Single,46734.0,1,2,2013-10-21,86,100,1,39,6,1,76,4,3,2,3,6,0,3,11,0
660,1963,Graduation,Together,56253.0,0,1,2012-12-07,83,509,0,65,7,11,5,4,7,2,9,6,0,3,11,0
661,1985,Graduation,Married,19986.0,1,0,2013-11-14,74,3,6,5,0,2,6,1,0,0,3,7,0,3,11,0
662,1975,Graduation,Widow,58330.0,0,1,2013-12-25,87,445,53,213,104,98,151,1,6,4,13,4,0,3,11,0
663,1980,Basic,Married,25965.0,0,0,2012-09-07,29,2,2,11,41,7,11,1,2,0,3,8,0,3,11,0
664,1956,Master,Together,14661.0,0,0,2013-01-01,88,4,1,11,6,2,2,1,1,0,3,6,0,3,11,0
665,1959,Graduation,Married,18690.0,0,0,2012-12-28,77,6,1,7,23,4,19,1,1,1,2,8,0,3,11,0
666,1974,PhD,Together,45068.0,0,1,2013-05-16,25,14,0,3,0,0,3,1,1,0,2,7,0,3,11,0
667,1987,Basic,Single,21063.0,1,0,2013-09-25,34,1,10,11,19,3,15,2,2,0,3,6,0,3,11,0
668,1968,PhD,Married,29187.0,1,0,2013-05-09,43,26,0,6,0,0,2,1,1,0,3,8,0,3,11,0
669,1971,2n Cycle,Married,54690.0,1,1,2013-11-07,76,111,16,37,7,9,18,3,3,1,5,3,0,3,11,0
670,1964,PhD,Married,59304.0,0,1,2013-07-29,81,418,61,428,80,51,10,3,7,8,10,5,0,3,11,0
671,1962,Master,Single,59247.0,0,2,2013-11-08,87,327,9,122,19,14,83,5,5,2,9,6,0,3,11,0
672,1970,Graduation,Widow,66731.0,0,1,2012-09-12,33,371,159,194,58,106,141,4,4,3,6,3,0,3,11,0
673,1980,Graduation,Married,77353.0,0,1,2013-12-16,38,275,59,107,69,101,59,2,6,4,8,4,0,3,11,0
674,1975,PhD,Single,52614.0,0,1,2012-12-01,63,789,0,142,12,9,38,2,2,4,8,8,0,3,11,0
675,1974,Graduation,Married,26751.0,2,0,2014-05-22,26,1,1,5,0,3,1,1,1,0,2,8,0,3,11,0
676,1963,PhD,Married,81300.0,0,1,2012-10-30,17,1004,12,145,32,12,36,3,10,3,5,5,0,3,11,1
677,1979,Graduation,Single,70337.0,0,0,2014-01-02,75,187,81,149,25,43,91,1,2,2,12,1,0,3,11,0
678,1985,2n Cycle,Married,36145.0,1,0,2013-06-16,13,56,4,76,17,1,18,4,4,1,3,9,0,3,11,1
679,1980,PhD,Single,65295.0,0,0,2013-12-23,19,365,32,117,34,110,6,1,3,3,13,2,0,3,11,0
680,1963,Graduation,Divorced,68118.0,0,1,2013-10-18,51,595,23,123,10,23,154,2,8,9,4,6,0,3,11,0
681,1967,Graduation,Divorced,68743.0,0,0,2012-08-30,81,1132,134,384,175,134,115,1,11,5,13,7,0,3,11,0
682,1982,2n Cycle,Together,41039.0,0,0,2013-07-25,32,34,11,137,179,61,45,1,8,1,5,8,0,3,11,0
683,1955,Graduation,Together,38946.0,0,1,2013-10-24,84,116,6,82,6,6,41,2,3,1,6,5,0,3,11,0
684,1967,Graduation,Together,65777.0,0,0,2013-12-19,87,565,32,435,28,32,54,1,2,8,6,1,0,3,11,0
685,1976,PhD,Divorced,66476.0,0,1,2013-03-07,99,372,18,126,47,48,78,2,5,2,11,4,0,3,11,0
686,1972,PhD,Single,86857.0,0,0,2012-09-12,96,899,102,838,133,102,40,1,5,6,10,2,0,3,11,1
687,1982,PhD,Married,160803.0,0,0,2012-08-04,21,55,16,1622,17,3,4,15,0,28,1,0,0,3,11,0
688,1989,PhD,Together,77845.0,0,0,2014-05-16,40,760,40,480,0,40,26,1,3,5,12,1,0,3,11,0
689,1969,PhD,Together,69476.0,0,0,2013-09-30,3,260,86,559,63,9,67,1,4,6,4,2,0,3,11,0
690,1960,PhD,Divorced,50611.0,0,1,2012-10-04,98,459,0,24,6,0,4,6,4,5,7,6,0,3,11,1
691,1970,Graduation,Single,61209.0,0,0,2013-08-25,73,466,0,224,119,49,99,1,5,3,4,2,0,3,11,0
692,1958,Master,Together,42315.0,0,1,2013-07-12,90,67,15,80,17,11,80,3,1,4,4,3,0,3,11,0
693,1952,Basic,Together,13084.0,0,0,2013-11-02,29,2,0,7,3,7,10,1,1,0,3,6,0,3,11,0
694,1949,Master,Widow,47570.0,1,1,2013-05-29,3,67,1,20,0,2,31,3,2,2,2,7,0,3,11,1
695,1961,Master,Married,61923.0,0,2,2013-07-26,94,92,4,18,3,3,6,1,2,1,4,3,0,3,11,0
696,1995,Graduation,Single,34824.0,0,0,2014-03-26,65,4,2,11,2,0,4,1,1,0,2,6,0,3,11,0
697,1949,PhD,Single,26518.0,1,1,2013-04-08,33,20,1,28,3,3,2,3,2,0,3,8,0,3,11,1
698,1961,Graduation,Single,45938.0,0,0,2013-11-03,46,273,11,178,62,83,29,2,8,4,6,6,0,3,11,0
699,1960,Graduation,Together,78468.0,0,0,2014-04-09,29,434,22,388,104,22,34,1,10,7,10,4,0,3,11,0
700,1973,Graduation,Divorced,78901.0,0,1,2013-09-17,99,321,11,309,33,26,34,3,9,3,5,4,0,3,11,0
701,1978,Graduation,Married,71427.0,2,0,2014-03-12,26,212,123,177,15,64,23,2,8,2,8,4,0,3,11,0
702,1978,Graduation,Divorced,71022.0,0,1,2014-02-11,30,909,12,278,0,12,242,3,5,2,11,8,0,3,11,0
703,1988,Master,Single,90247.0,0,0,2014-04-29,27,1184,32,352,21,16,16,1,3,4,7,1,0,3,11,1
704,1968,Master,Divorced,41335.0,1,0,2013-12-26,24,112,19,21,16,14,5,3,4,1,4,7,0,3,11,0
705,1986,Graduation,Married,71952.0,1,0,2013-01-10,93,656,80,455,52,107,93,2,8,4,8,4,0,3,11,0
706,1970,PhD,Divorced,35682.0,1,0,2014-06-27,34,23,0,8,6,2,18,1,1,1,3,2,0,3,11,0
707,1951,Graduation,Divorced,43185.0,0,1,2013-04-10,88,537,6,42,16,6,30,2,9,3,6,8,0,3,11,0
708,1948,PhD,Together,66375.0,0,1,2013-11-21,96,712,0,45,0,0,191,3,2,4,5,7,0,3,11,0
709,1971,Master,Married,35178.0,1,0,2013-01-10,10,23,1,13,2,2,18,1,1,1,2,7,0,3,11,1
710,1986,Graduation,Married,25252.0,1,0,2013-07-12,26,1,3,4,2,2,6,1,1,0,2,8,0,3,11,0
711,1965,Master,Single,55250.0,0,1,2012-10-21,49,664,58,83,32,0,66,4,7,5,10,5,0,3,11,0
712,1975,Graduation,Single,33249.0,1,0,2013-02-20,11,6,10,21,19,14,42,2,2,1,3,6,0,3,11,0
713,1953,Graduation,Together,58398.0,0,0,2013-05-14,44,299,5,201,21,21,49,3,5,4,8,4,0,3,11,0
714,1982,Graduation,Together,50272.0,1,0,2013-08-07,75,99,13,66,43,8,4,3,4,1,5,7,0,3,11,0
715,1975,PhD,Married,76618.0,0,0,2012-12-07,64,749,40,294,121,160,147,1,3,2,5,1,0,3,11,0
716,1960,2n Cycle,Divorced,87305.0,0,0,2012-09-23,19,345,25,501,63,138,80,1,5,3,8,2,0,3,11,1
717,1978,Graduation,Together,25851.0,1,0,2013-02-11,45,9,4,18,7,5,5,2,2,0,3,7,0,3,11,0
718,1970,Graduation,Divorced,58710.0,0,1,2013-03-31,77,440,81,368,0,122,174,6,11,5,9,6,0,3,11,0
719,1958,Graduation,Single,45160.0,1,1,2014-03-29,9,8,2,5,3,0,3,1,1,0,2,7,0,3,11,0
720,1965,Master,Married,74806.0,0,1,2012-12-19,1,670,9,249,0,28,9,2,5,4,5,4,0,3,11,0
721,1954,Graduation,Married,59111.0,0,0,2013-05-02,90,524,0,134,28,28,155,1,11,1,8,7,0,3,11,0
722,1984,PhD,Married,18988.0,1,0,2014-05-23,43,6,0,6,2,1,1,2,1,0,3,7,0,3,11,0
723,1965,Graduation,Married,72190.0,0,0,2013-02-13,79,597,166,597,172,166,249,1,5,6,4,3,0,3,11,0
724,1976,Graduation,Married,7500.0,1,0,2012-08-01,19,7,0,12,13,7,32,5,4,1,2,9,0,3,11,1
725,1966,Graduation,Married,44794.0,0,1,2014-06-08,99,54,0,7,0,0,4,1,2,0,3,6,0,3,11,0
726,1955,Graduation,Married,80395.0,0,0,2013-11-23,62,445,25,706,80,76,48,1,6,5,12,2,0,3,11,0
727,1976,Master,Divorced,75012.0,0,0,2014-01-25,41,294,142,218,164,58,151,1,3,8,11,1,0,3,11,0
728,1965,Master,Married,56962.0,2,1,2013-10-11,60,292,3,77,10,3,26,7,6,3,5,7,0,3,11,0
729,1991,Graduation,Together,89891.0,0,0,2013-04-15,17,412,22,132,59,28,183,1,11,6,8,4,0,3,11,0
730,1949,PhD,Divorced,35946.0,1,1,2013-09-27,24,8,0,3,0,0,0,1,0,0,3,5,0,3,11,0
731,1953,PhD,Together,53593.0,1,1,2012-08-07,60,349,4,78,6,0,43,8,7,2,6,8,0,3,11,0
732,1978,Graduation,Married,66373.0,1,1,2013-06-12,57,328,9,124,12,24,109,7,4,2,10,3,0,3,11,0
733,1948,PhD,Divorced,45072.0,1,2,2013-10-16,74,144,2,99,7,2,30,5,6,1,4,8,0,3,11,0
734,1973,Graduation,Divorced,89694.0,1,1,2013-10-09,22,1126,28,211,37,28,42,3,4,3,4,5,0,3,11,0
735,1949,Graduation,Married,72025.0,0,0,2014-04-29,46,967,0,617,43,50,0,1,4,8,13,2,0,3,11,1
736,1973,Graduation,Married,67432.0,0,1,2013-03-29,69,432,79,341,177,136,170,2,8,5,4,4,0,3,11,0
737,1952,Master,Together,70545.0,0,1,2014-06-03,29,138,39,63,55,18,21,1,4,1,7,2,0,3,11,0
738,1989,Basic,Married,17487.0,1,0,2013-03-18,37,0,0,1,7,4,6,1,1,0,2,7,0,3,11,0
739,1969,Graduation,Together,62882.0,0,1,2012-08-09,26,509,133,497,78,24,97,2,7,5,6,4,0,3,11,0
740,1953,PhD,Single,64108.0,0,1,2013-03-23,8,948,10,86,13,21,21,4,6,9,11,5,0,3,11,0
741,1956,Master,Together,34941.0,1,1,2013-03-06,26,39,2,25,4,3,24,2,3,0,3,8,0,3,11,0
742,1950,PhD,Single,48767.0,1,2,2014-01-01,79,28,1,21,3,0,10,3,2,1,3,5,0,3,11,0
743,1978,2n Cycle,Together,38702.0,1,0,2013-08-01,71,13,11,24,13,8,40,2,3,0,4,6,0,3,11,0
744,1964,Graduation,Married,82224.0,0,0,2014-01-25,83,307,26,360,138,31,40,1,6,9,5,3,0,3,11,0
745,1952,Graduation,Together,83844.0,0,0,2013-05-12,57,901,31,345,75,31,191,1,4,4,11,1,0,3,11,0
746,1975,2n Cycle,Married,17003.0,1,0,2013-12-09,37,2,5,12,4,8,7,3,2,0,4,5,0,3,11,0
747,1995,Graduation,Single,71163.0,0,0,2014-03-09,30,283,17,372,138,106,44,1,3,8,12,1,0,3,11,0
748,1970,Graduation,Single,33697.0,1,0,2013-09-15,34,4,3,7,0,3,11,1,1,0,2,7,0,3,11,0
749,1954,2n Cycle,Married,63564.0,0,0,2014-01-29,0,769,80,252,15,34,65,1,10,10,7,6,0,3,11,1
